original_value,normalized_value,suggested_group,similarity_score,count,decision
CENTRE DES LOISIRS DE STE-LOUISE INC.,CENTRE DES LOISIRS DE STE LOUISE INC,CENTRE DES LOISIRS DE STE-LOUISE INC.,100,23,accepted
Delfland inc.,DELFLAND INC,Delfland inc.,100,23,accepted
Discover Charlottetown Inc.|Discover Charlottetown Inc.,DISCOVER CHARLOTTETOWN INC,Discover Charlottetown Inc.|Discover Charlottetown Inc.,100,23,accepted
ENOCH CREE NATION,ENOCH CREE NATION,ENOCH CREE NATION,100,23,accepted
FAMILY TIES CARREFOUR FAMILLE NEW CARLISLE,FAMILY TIES CARREFOUR FAMILLE NEW CARLISLE,FAMILY TIES CARREFOUR FAMILLE NEW CARLISLE,100,23,accepted
FRIENDS OF THE FARMERS' BANK OF RUSTICO INC.,FRIENDS OF THE FARMERS BANK OF RUSTICO INC,FRIENDS OF THE FARMERS' BANK OF RUSTICO INC.,100,23,accepted
MUSÉE MINÉRALOGIQUE ET MINIER DE THETFORD MINES,MUSEE MINERALOGIQUE ET MINIER DE THETFORD MINES,MUSÉE MINÉRALOGIQUE ET MINIER DE THETFORD MINES,100,23,accepted
Miawpukek Mi'kamawey Mawi'omi|Miawpukek Mi'kamawey Mawi'omi,MIAWPUKEK MI KAMAWEY MAWI OMI,Miawpukek Mi'kamawey Mawi'omi|Miawpukek Mi'kamawey Mawi'omi,100,23,accepted
Municipality of the District of Clare|Municipality of the District of Clare,MUNICIPALITY OF THE DISTRICT OF CLARE,Municipality of the District of Clare|Municipality of the District of Clare,100,23,accepted
Royal Star Foods Ltd.|Royal Star Foods Ltd.,ROYAL STAR FOODS LTD,Royal Star Foods Ltd.|Royal Star Foods Ltd.,100,23,accepted
The Governing Council of the Salvation Army in Canada,THE GOVERNING COUNCIL OF THE SALVATION ARMY IN CANADA,The Governing Council of The Salvation Army in Canada,100,23,accepted
Town of Labrador City|Town of Labrador City,TOWN OF LABRADOR CITY,Town of Labrador City|Town of Labrador City,100,23,accepted
Université Laval,UNIVERSITE LAVAL,Université Laval,100,23,accepted
Université de Moncton|Université de Moncton,UNIVERSITE DE MONCTON,Université de Moncton|Université de Moncton,100,23,accepted
"WEST END CULTURAL CENTRE, INC. (THE)",WEST END CULTURAL CENTRE INC THE,"WEST END CULTURAL CENTRE, INC. (THE)",100,23,accepted
"ABORIGINAL EXPERIENCES, ARTS AND CULTURE",ABORIGINAL EXPERIENCES ARTS AND CULTURE,"ABORIGINAL EXPERIENCES, ARTS AND CULTURE",100,22,accepted
ABORIGINAL MULTI-MEDIA SOCIETY OF ALBERTA,ABORIGINAL MULTI MEDIA SOCIETY OF ALBERTA,ABORIGINAL MULTI-MEDIA SOCIETY OF ALBERTA,100,22,accepted
ALLIANCE JEUNESSE-FAMILLE DE L'ALBERTA SOCIETY,ALLIANCE JEUNESSE FAMILLE DE L ALBERTA SOCIETY,ALLIANCE JEUNESSE-FAMILLE DE L'ALBERTA SOCIETY,100,22,accepted
"ASSOCIATION CANADIENNE-FRANÇAISE DE L'ALBERTA, RÉGIONALE DE LETHBRIDGE",ASSOCIATION CANADIENNE FRANCAISE DE L ALBERTA REGIONALE DE LETHBRIDGE,"ASSOCIATION CANADIENNE-FRANÇAISE DE L'ALBERTA, RÉGIONALE DE LETHBRIDGE",100,22,accepted
Annapolis Ventures Limited|Annapolis Ventures Limited,ANNAPOLIS VENTURES LIMITED,Annapolis Ventures Limited|Annapolis Ventures Limited,100,22,accepted
BAY BULLS-BAULINE ATHLETIC ASSOCIATION INC.,BAY BULLS BAULINE ATHLETIC ASSOCIATION INC,BAY BULLS-BAULINE ATHLETIC ASSOCIATION INC.,100,22,accepted
C.D. SPECTACLES INC.,C D SPECTACLES INC,C.D. SPECTACLES INC.,100,22,accepted
CARNAVAL DE QUÉBEC INC.,CARNAVAL DE QUEBEC INC,CARNAVAL DE QUÉBEC INC.,100,22,accepted
CBDC Kent|CBDC Kent,CBDC KENT,CBDC Kent|CBDC Kent,100,22,accepted
Collège communautaire du Nouveau-Brunswick-Bathurst|Collège communautaire du Nouveau-Brunswick-Bathurst,COLLEGE COMMUNAUTAIRE DU NOUVEAU BRUNSWICK BATHURST,Collège communautaire du Nouveau-Brunswick-Bathurst|Collège communautaire du Nouveau-Brunswick-Bathurst,100,22,accepted
DANSE IMÉDIA  O.S.B.L.,DANSE IMEDIA O S B L,DANSE IMÉDIA  O.S.B.L.,100,22,accepted
"Destination St. John's, Inc.|Destination St. John's, Inc.",DESTINATION ST JOHN S INC,"Destination St. John's, Inc.|Destination St. John's, Inc.",100,22,accepted
East Coast Music Association|East Coast Music Association,EAST COAST MUSIC ASSOCIATION,East Coast Music Association|East Coast Music Association,100,22,accepted
FESTIVAL INTERNATIONAL DE DANSE ENCORE,FESTIVAL INTERNATIONAL DE DANSE ENCORE,FESTIVAL INTERNATIONAL DE DANSE ENCORE,100,22,accepted
FESTIVAL WESTERN DE ST-TITE INC.,FESTIVAL WESTERN DE ST TITE INC,FESTIVAL WESTERN DE ST-TITE INC.,100,22,accepted
FIERTÉ MONTRÉAL,FIERTE MONTREAL,FIERTÉ MONTRÉAL,100,22,accepted
GASPESIAN BRITISH HERITAGE VILLAGE,GASPESIAN BRITISH HERITAGE VILLAGE,GASPESIAN BRITISH HERITAGE VILLAGE,100,22,accepted
GROS MORNE SUMMER MUSIC INC.,GROS MORNE SUMMER MUSIC INC,GROS MORNE SUMMER MUSIC INC.,100,22,accepted
Growth Opportunities Limited|Growth Opportunities Limited,GROWTH OPPORTUNITIES LIMITED,Growth Opportunities Limited|Growth Opportunities Limited,100,22,accepted
HARVEST JAZZ AND BLUES FESTIVAL INC.,HARVEST JAZZ AND BLUES FESTIVAL INC,HARVEST JAZZ AND BLUES FESTIVAL INC.,100,22,accepted
Long Range Community Business Development Corporation|Long Range Community Business Development Corporation,LONG RANGE COMMUNITY BUSINESS DEVELOPMENT CORPORATION,Long Range Community Business Development Corporation|Long Range Community Business Development Corporation,100,22,accepted
MANITOBA METIS FEDERATION INC.,MANITOBA METIS FEDERATION INC,MANITOBA METIS FEDERATION INC.,100,22,accepted
Membertou Reserve  Band Council|Membertou Reserve  Band Council,MEMBERTOU RESERVE BAND COUNCIL,Membertou Reserve  Band Council|Membertou Reserve  Band Council,100,22,accepted
Music Industry Association of Newfoundland and Labrador Inc.|Music Industry Association of Newfoundland and Labrador Inc.,MUSIC INDUSTRY ASSOCIATION OF NEWFOUNDLAND AND LABRADOR INC,Music Industry Association of Newfoundland and Labrador Inc.|Music Industry Association of Newfoundland and Labrador Inc.,100,22,accepted
NEWFOUNDLAND DANCE PRESENTERS INC.,NEWFOUNDLAND DANCE PRESENTERS INC,NEWFOUNDLAND DANCE PRESENTERS INC.,100,22,accepted
ONENESS - WORLD COMMUNICATIONS,ONENESS WORLD COMMUNICATIONS,ONENESS - WORLD COMMUNICATIONS,100,22,accepted
OROMOCTO FIRST NATION,OROMOCTO FIRST NATION,OROMOCTO FIRST NATION,100,22,accepted
PROVINCE OF MANITOBA,PROVINCE OF MANITOBA,PROVINCE OF MANITOBA,100,22,accepted
QUEBEC-LABRADOR FOUNDATION (CANADA) INC.,QUEBEC LABRADOR FOUNDATION CANADA INC,QUEBEC-LABRADOR FOUNDATION (CANADA) INC.,100,22,accepted
REGIONAL CULTURAL / EVENT CENTRE INC.,REGIONAL CULTURAL EVENT CENTRE INC,REGIONAL CULTURAL / EVENT CENTRE INC.,100,22,accepted
RESOURCE CENTRE FOR THE ARTS,RESOURCE CENTRE FOR THE ARTS,RESOURCE CENTRE FOR THE ARTS,100,22,accepted
THÉÂTRE CAPITOL THEATRE INC.,THEATRE CAPITOL THEATRE INC,THÉÂTRE CAPITOL THEATRE INC.,100,22,accepted
Town of Gander|Town of Gander,TOWN OF GANDER,Town of Gander|Town of Gander,100,22,accepted
VILLE DE VAL-D'OR,VILLE DE VAL D OR,VILLE DE VAL-D'OR,100,22,accepted
WINNIPEG CHINESE CULTURAL AND COMMUNITY CENTRE CORPORATION,WINNIPEG CHINESE CULTURAL AND COMMUNITY CENTRE CORPORATION,WINNIPEG CHINESE CULTURAL AND COMMUNITY CENTRE CORPORATION,100,22,accepted
"ASSOCIATION CANADIENNE FRANÇAISE DE L'ONTARIO-STORMONT, DUNDAS ET GLENGARRY",ASSOCIATION CANADIENNE FRANCAISE DE L ONTARIO STORMONT DUNDAS ET GLENGARRY,"ASSOCIATION CANADIENNE FRANÇAISE DE L'ONTARIO-STORMONT, DUNDAS ET GLENGARRY",100,21,accepted
ASSOCIATION CANADIENNE-FRANÇAISE DE L'ONTARIO (DU GRAND SUDBURY) INC. (L'),ASSOCIATION CANADIENNE FRANCAISE DE L ONTARIO DU GRAND SUDBURY INC L,ASSOCIATION CANADIENNE-FRANÇAISE DE L'ONTARIO (DU GRAND SUDBURY) INC. (L'),100,21,accepted
ASSOCIATION RÉGIONALE DE LA COMMUNAUTÉ FRANCOPHONE DE SAINT-JEAN INC.,ASSOCIATION REGIONALE DE LA COMMUNAUTE FRANCOPHONE DE SAINT JEAN INC,ASSOCIATION RÉGIONALE DE LA COMMUNAUTÉ FRANCOPHONE DE SAINT-JEAN INC.,100,21,accepted
Black Business Initiative Society|Black Business Initiative Society,BLACK BUSINESS INITIATIVE SOCIETY,Black Business Initiative Society|Black Business Initiative Society,100,21,accepted
Blue Water Business Development Corporation Limited|Blue Water Business Development Corporation Limited,BLUE WATER BUSINESS DEVELOPMENT CORPORATION LIMITED,Blue Water Business Development Corporation Limited|Blue Water Business Development Corporation Limited,100,21,accepted
CELTIC COLOURS FESTIVAL SOCIETY,CELTIC COLOURS FESTIVAL SOCIETY,CELTIC COLOURS FESTIVAL SOCIETY,100,21,accepted
CENTRE CULTUREL ARTEM (ARTEMISKAMING) (LE),CENTRE CULTUREL ARTEM ARTEMISKAMING LE,CENTRE CULTUREL ARTEM (ARTEMISKAMING) (LE),100,21,accepted
COLLÈGE EDUCACENTRE COLLEGE,COLLEGE EDUCACENTRE COLLEGE,COLLÈGE EDUCACENTRE COLLEGE,100,21,accepted
CORPORATION DE LA SALLE DE SPECTACLE DE SEPT-ÎLES INC.,CORPORATION DE LA SALLE DE SPECTACLE DE SEPT ILES INC,CORPORATION DE LA SALLE DE SPECTACLE DE SEPT-ÎLES INC.,100,21,accepted
CORPORATION DES FÊTES HISTORIQUES DE QUÉBEC,CORPORATION DES FETES HISTORIQUES DE QUEBEC,CORPORATION DES FÊTES HISTORIQUES DE QUÉBEC,100,21,accepted
Celtic Business Development Corporation|Celtic Business Development Corporation,CELTIC BUSINESS DEVELOPMENT CORPORATION,Celtic Business Development Corporation|Celtic Business Development Corporation,100,21,accepted
Central Coastal Tourism Partnership Inc.|Central Coastal Tourism Partnership Inc.,CENTRAL COASTAL TOURISM PARTNERSHIP INC,Central Coastal Tourism Partnership Inc.|Central Coastal Tourism Partnership Inc.,100,21,accepted
Cumberland Development Corporation Limited|Cumberland Development Corporation Limited,CUMBERLAND DEVELOPMENT CORPORATION LIMITED,Cumberland Development Corporation Limited|Cumberland Development Corporation Limited,100,21,accepted
DEVELOPMENT ISLE MADAME ASSOCIATION INC.,DEVELOPMENT ISLE MADAME ASSOCIATION INC,DEVELOPMENT ISLE MADAME ASSOCIATION INC.,100,21,accepted
FESTI JAZZ RIMOUSKI INC.,FESTI JAZZ RIMOUSKI INC,FESTI JAZZ RIMOUSKI INC.,100,21,accepted
Guysborough County Community Business Development Corporation Limited|Guysborough County Community Business Development Corporation Limited,GUYSBOROUGH COUNTY COMMUNITY BUSINESS DEVELOPMENT CORPORATION LIMITED,Guysborough County Community Business Development Corporation Limited|Guysborough County Community Business Development Corporation Limited,100,21,accepted
Nunatsiavut Government|Nunatsiavut Government,NUNATSIAVUT GOVERNMENT,Nunatsiavut Government|Nunatsiavut Government,100,21,accepted
SHARING OUR CULTURES INCORPORATED,SHARING OUR CULTURES INCORPORATED,SHARING OUR CULTURES INCORPORATED,100,21,accepted
SOCIÉTÉ DE DÉVELOPPEMENT COMMERCIAL WELLINGTON,SOCIETE DE DEVELOPPEMENT COMMERCIAL WELLINGTON,SOCIÉTÉ DE DÉVELOPPEMENT COMMERCIAL WELLINGTON,100,21,accepted
TAIWANESE-CANADIAN ASSOCIATION OF TORONTO,TAIWANESE CANADIAN ASSOCIATION OF TORONTO,TAIWANESE-CANADIAN ASSOCIATION OF TORONTO,100,21,accepted
W.P. Griffin Incorporated|W.P. Griffin Incorporated,W P GRIFFIN INCORPORATED,W.P. Griffin Incorporated|W.P. Griffin Incorporated,100,21,accepted
Yarmouth Regional Business Corporation Limited|Yarmouth Regional Business Corporation Limited,YARMOUTH REGIONAL BUSINESS CORPORATION LIMITED,Yarmouth Regional Business Corporation Limited|Yarmouth Regional Business Corporation Limited,100,21,accepted
ASSOCIATION CANADIENNE FRANÇAISE DE L'ONTARIO DE PRESCOTT-RUSSELL,ASSOCIATION CANADIENNE FRANCAISE DE L ONTARIO DE PRESCOTT RUSSELL,ASSOCIATION CANADIENNE FRANÇAISE DE L'ONTARIO DE PRESCOTT-RUSSELL,100,20,accepted
"ASSOCIATION CANADIENNE- FRANÇAISE DE L'ALBERTA, RÉGIONALE DE RIVIÈRE- LA- PAIX",ASSOCIATION CANADIENNE FRANCAISE DE L ALBERTA REGIONALE DE RIVIERE LA PAIX,"ASSOCIATION CANADIENNE- FRANÇAISE DE L'ALBERTA, RÉGIONALE DE RIVIÈRE- LA- PAIX",100,20,accepted
Avalon West Community Development Corporation|Avalon West Community Development Corporation,AVALON WEST COMMUNITY DEVELOPMENT CORPORATION,Avalon West Community Development Corporation|Avalon West Community Development Corporation,100,20,accepted
BREAKWATER BOOKS LIMITED,BREAKWATER BOOKS LIMITED,BREAKWATER BOOKS LIMITED,100,20,accepted
Battle Harbour Historic Trust Inc.|Battle Harbour Historic Trust Inc.,BATTLE HARBOUR HISTORIC TRUST INC,Battle Harbour Historic Trust Inc.|Battle Harbour Historic Trust Inc.,100,20,accepted
CITY OF CAMPBELLTON,CITY OF CAMPBELLTON,CITY OF CAMPBELLTON,100,20,accepted
CONSEIL CULTUREL ET ARTISTIQUE FRANCOPHONE DE LA COLOMBIE-Britannique,CONSEIL CULTUREL ET ARTISTIQUE FRANCOPHONE DE LA COLOMBIE BRITANNIQUE,CONSEIL CULTUREL ET ARTISTIQUE FRANCOPHONE DE LA COLOMBIE-Britannique,100,20,accepted
CORPORATION AUGUSTIN-CHÉNIER INC.,CORPORATION AUGUSTIN CHENIER INC,CORPORATION AUGUSTIN-CHÉNIER INC.,100,20,accepted
CREE NATION OF CHISASIBI,CREE NATION OF CHISASIBI,CREE NATION OF CHISASIBI,100,20,accepted
Cabot Community Business Development Corporation|Cabot Community Business Development Corporation,CABOT COMMUNITY BUSINESS DEVELOPMENT CORPORATION,Cabot Community Business Development Corporation|Cabot Community Business Development Corporation,100,20,accepted
Central Community Development Corporation|Central Community Development Corporation,CENTRAL COMMUNITY DEVELOPMENT CORPORATION,Central Community Development Corporation|Central Community Development Corporation,100,20,accepted
Driftpile Cree Nation,DRIFTPILE CREE NATION,Driftpile Cree Nation,100,20,accepted
EDMUNDSTON,EDMUNDSTON,EDMUNDSTON,100,20,accepted
Eastern Initiatives Community Business Development Corporation Inc.|Eastern Initiatives Community Business Development Corporation Inc.,EASTERN INITIATIVES COMMUNITY BUSINESS DEVELOPMENT CORPORATION INC,Eastern Initiatives Community Business Development Corporation Inc.|Eastern Initiatives Community Business Development Corporation Inc.,100,20,accepted
Emerald Business Development Corporation|Emerald Business Development Corporation,EMERALD BUSINESS DEVELOPMENT CORPORATION,Emerald Business Development Corporation|Emerald Business Development Corporation,100,20,accepted
FESTIVAL INTERNATIONAL DE LANAUDIERE INC.,FESTIVAL INTERNATIONAL DE LANAUDIERE INC,FESTIVAL INTERNATIONAL DE LANAUDIERE INC.,100,20,accepted
FESTIVAL MONTRÉAL EN LUMIÈRE INC.,FESTIVAL MONTREAL EN LUMIERE INC,FESTIVAL MONTRÉAL EN LUMIÈRE INC.,100,20,accepted
FLAT BAY BAND INCORPORATED,FLAT BAY BAND INCORPORATED,FLAT BAY BAND INCORPORATED,100,20,accepted
Gander Area Community Development Corporation|Gander Area Community Development Corporation,GANDER AREA COMMUNITY DEVELOPMENT CORPORATION,Gander Area Community Development Corporation|Gander Area Community Development Corporation,100,20,accepted
Gateway Community Development Corporation|Gateway Community Development Corporation,GATEWAY COMMUNITY DEVELOPMENT CORPORATION,Gateway Community Development Corporation|Gateway Community Development Corporation,100,20,accepted
Hants-Kings Business Development Centre Limited|Hants-Kings Business Development Centre Limited,HANTS KINGS BUSINESS DEVELOPMENT CENTRE LIMITED,Hants-Kings Business Development Centre Limited|Hants-Kings Business Development Centre Limited,100,20,accepted
Humber Community Development Corporation|Humber Community Development Corporation,HUMBER COMMUNITY DEVELOPMENT CORPORATION,Humber Community Development Corporation|Humber Community Development Corporation,100,20,accepted
Labrador Gem Seafood Incorporated|Labrador Gem Seafood Incorporated,LABRADOR GEM SEAFOOD INCORPORATED,Labrador Gem Seafood Incorporated|Labrador Gem Seafood Incorporated,100,20,accepted
NIPISSING FIRST NATION,NIPISSING FIRST NATION,NIPISSING FIRST NATION,100,20,accepted
OceansAdvance Inc.|OceansAdvance Inc.,OCEANSADVANCE INC,Oceans Advance Inc.|Oceans Advance Inc.,100,20,accepted
PRISMATIC ARTS SOCIETY,PRISMATIC ARTS SOCIETY,PRISMATIC ARTS SOCIETY,100,20,accepted
Pulse Crops (Canada) Association,PULSE CROPS CANADA ASSOCIATION,Pulse Crops (Canada) Association,100,20,accepted
ROYAL NOVA SCOTIA INTERNATIONAL TATTOO SOCIETY,ROYAL NOVA SCOTIA INTERNATIONAL TATTOO SOCIETY,ROYAL NOVA SCOTIA INTERNATIONAL TATTOO SOCIETY,100,20,accepted
ST. MARY'S FIRST NATION,ST MARY S FIRST NATION,ST. MARY'S FIRST NATION,100,20,accepted
South Coast Community Development Corporation|South Coast Community Development Corporation,SOUTH COAST COMMUNITY DEVELOPMENT CORPORATION,South Coast Community Development Corporation|South Coast Community Development Corporation,100,20,accepted
South Shore Opportunities Incorporated|South Shore Opportunities Incorporated,SOUTH SHORE OPPORTUNITIES INCORPORATED,South Shore Opportunities Incorporated|South Shore Opportunities Incorporated,100,20,accepted
St. John's Board of Trade|St. John's Board of Trade,ST JOHN S BOARD OF TRADE,St. John's Board of Trade|St. John's Board of Trade,100,20,accepted
Town of Conception Bay South|Town of Conception Bay South,TOWN OF CONCEPTION BAY SOUTH,Town of Conception Bay South|Town of Conception Bay South,100,20,accepted
West Prince Ventures Limited|West Prince Ventures Limited,WEST PRINCE VENTURES LIMITED,West Prince Ventures Limited|West Prince Ventures Limited,100,20,accepted
ASSOCIATION CANADIENNE FRANÇAISE DE L'ALBERTA - RÉGIONALE DE CALGARY,ASSOCIATION CANADIENNE FRANCAISE DE L ALBERTA REGIONALE DE CALGARY,ASSOCIATION CANADIENNE FRANÇAISE DE L'ALBERTA - RÉGIONALE DE CALGARY,100,19,accepted
CANADIAN 4-H COUNCIL,CANADIAN 4 H COUNCIL,CANADIAN 4-H COUNCIL,100,19,accepted
CARREFOUR COMMUNAUTAIRE FRANCOPHONE DE LONDON,CARREFOUR COMMUNAUTAIRE FRANCOPHONE DE LONDON,CARREFOUR COMMUNAUTAIRE FRANCOPHONE DE LONDON,100,19,accepted
CENTRE CULTUREL LOUIS HÉMON DE CHAPLEAU INC.,CENTRE CULTUREL LOUIS HEMON DE CHAPLEAU INC,CENTRE CULTUREL LOUIS HÉMON DE CHAPLEAU INC.,100,19,accepted
COMMUNAUTÉ RURALE DE KEDGWICK,COMMUNAUTE RURALE DE KEDGWICK,COMMUNAUTÉ RURALE DE KEDGWICK,100,19,accepted
CONSEIL CULTUREL ET ARTISTIQUE FRANCOPHONE DE LA COLOMBIE-BRITANNIQUE,CONSEIL CULTUREL ET ARTISTIQUE FRANCOPHONE DE LA COLOMBIE BRITANNIQUE,CONSEIL CULTUREL ET ARTISTIQUE FRANCOPHONE DE LA COLOMBIE-Britannique,100,19,accepted
CONSEIL CULTUREL FRANSASKOIS INCORPORE,CONSEIL CULTUREL FRANSASKOIS INCORPORE,CONSEIL CULTUREL FRANSASKOIS INCORPORE,100,19,accepted
COOPÉRATIVE DE DÉVELOPPEMENT CULTUREL ET PATRIMONIAL DE MONT-CARMEL LTÉE. (LA),COOPERATIVE DE DEVELOPPEMENT CULTUREL ET PATRIMONIAL DE MONT CARMEL LTEE LA,COOPÉRATIVE DE DÉVELOPPEMENT CULTUREL ET PATRIMONIAL DE MONT-CARMEL LTÉE. (LA),100,19,accepted
COOPÉRATIVE MULTISERVICES FRANCOPHONE DE L'OUEST D'OTTAWA INC.,COOPERATIVE MULTISERVICES FRANCOPHONE DE L OUEST D OTTAWA INC,COOPÉRATIVE MULTISERVICES FRANCOPHONE DE L'OUEST D'OTTAWA INC.,100,19,accepted
Eskasoni Band Council|Eskasoni Band Council,ESKASONI BAND COUNCIL,Eskasoni Band Council|Eskasoni Band Council,100,19,accepted
FESTIVAL DE MONTGOLFIÈRES DE GATINEAU INC.,FESTIVAL DE MONTGOLFIERES DE GATINEAU INC,FESTIVAL DE MONTGOLFIÈRES DE GATINEAU INC.,100,19,accepted
LENNOX ISLAND FIRST NATION,LENNOX ISLAND FIRST NATION,LENNOX ISLAND FIRST NATION,100,19,accepted
LUNENBURG FOLK HARBOUR SOCIETY,LUNENBURG FOLK HARBOUR SOCIETY,LUNENBURG FOLK HARBOUR SOCIETY,100,19,accepted
MI'KMAWEY DEBERT CULTURAL CENTRE,MI KMAWEY DEBERT CULTURAL CENTRE,MI'KMAWEY DEBERT CULTURAL CENTRE,100,19,accepted
MÉTIS NATION OF ONTARIO SECRETARIAT,METIS NATION OF ONTARIO SECRETARIAT,MÉTIS NATION OF ONTARIO SECRETARIAT,100,19,accepted
OPERA ON THE AVALON INC.,OPERA ON THE AVALON INC,OPERA ON THE AVALON INC.,100,19,accepted
PABINEAU FIRST NATION,PABINEAU FIRST NATION,PABINEAU FIRST NATION,100,19,accepted
RIVERTON AND DISTRICT FRIENDSHIP CENTRE INC.,RIVERTON AND DISTRICT FRIENDSHIP CENTRE INC,RIVERTON AND DISTRICT FRIENDSHIP CENTRE INC.,100,19,accepted
STORYLINE FX  INCORPORATED,STORYLINE FX INCORPORATED,STORYLINE FX  INCORPORATED,100,19,accepted
Springboard Atlantic Inc.|Springboard Atlantic Inc.,SPRINGBOARD ATLANTIC INC,Springboard Atlantic Inc.|Springboard Atlantic Inc.,100,19,accepted
TR'ONDËK HWËCH'IN,TR ONDEK HWECH IN,TR'ONDËK HWËCH'IN,100,19,accepted
Tourism Elliston Inc.|Tourism Elliston Inc.,TOURISM ELLISTON INC,Tourism Elliston Inc.|Tourism Elliston Inc.,100,19,accepted
YMCA OF GREATER TORONTO,YMCA OF GREATER TORONTO,YMCA OF GREATER TORONTO,100,19,accepted
2953-8121 QUÉBEC INC. (ÉDITIONS DE L'ENVOLÉE),2953 8121 QUEBEC INC EDITIONS DE L ENVOLEE,2953-8121 QUÉBEC INC. (ÉDITIONS DE L'ENVOLÉE),100,18,accepted
CANADIAN PARENTS FOR FRENCH - ONTARIO,CANADIAN PARENTS FOR FRENCH ONTARIO,CANADIAN PARENTS FOR FRENCH - ONTARIO,100,18,accepted
CONSEIL CULTUREL FRANSASKOIS INCORPORÉ,CONSEIL CULTUREL FRANSASKOIS INCORPORE,CONSEIL CULTUREL FRANSASKOIS INCORPORE,100,18,accepted
CONSEIL JEUNESSE FRANCOPHONE DE LA COLOMBIE-Britannique,CONSEIL JEUNESSE FRANCOPHONE DE LA COLOMBIE BRITANNIQUE,CONSEIL JEUNESSE FRANCOPHONE DE LA COLOMBIE-Britannique,100,18,accepted
CONSEIL JEUNESSE PROVINCIAL DE LA NOUVELLE-ÉCOSSE (C.J.P.),CONSEIL JEUNESSE PROVINCIAL DE LA NOUVELLE ECOSSE C J P,CONSEIL JEUNESSE PROVINCIAL DE LA NOUVELLE-ÉCOSSE (C.J.P.),100,18,accepted
CORNER BROOK ARTS CENTRE ASSOCIATION INC.,CORNER BROOK ARTS CENTRE ASSOCIATION INC,CORNER BROOK ARTS CENTRE ASSOCIATION INC.,100,18,accepted
CORPORATION DU FESTIVAL DE MONTGOLFIÈRES DE SAINT-JEAN-SUR-RICHELIEU INC.,CORPORATION DU FESTIVAL DE MONTGOLFIERES DE SAINT JEAN SUR RICHELIEU INC,CORPORATION DU FESTIVAL DE MONTGOLFIÈRES DE SAINT-JEAN-SUR-RICHELIEU INC.,100,18,accepted
FUNDY GUILD INC.,FUNDY GUILD INC,FUNDY GUILD INC.,100,18,accepted
GRIPPED PUBLISHING INC.,GRIPPED PUBLISHING INC,GRIPPED PUBLISHING INC.,100,18,accepted
GROUPE EDUCALIVRES INC.,GROUPE EDUCALIVRES INC,GROUPE EDUCALIVRES INC.,100,18,accepted
MA MAWI WI CHI ITATA CENTRE INC.,MA MAWI WI CHI ITATA CENTRE INC,MA MAWI WI CHI ITATA CENTRE INC.,100,18,accepted
Mariner Partners Inc.|Mariner Partners Inc.,MARINER PARTNERS INC,Mariner Partners Inc.|Mariner Partners Inc.,100,18,accepted
OKÂLAKATIGET SOCIETY,OKALAKATIGET SOCIETY,OKÂLAKATIGET SOCIETY,100,18,accepted
PROVINCE OF BRITISH COLUMBIA,PROVINCE OF BRITISH COLUMBIA,PROVINCE OF BRITISH COLUMBIA,100,18,accepted
R Robitaille et fils inc.,R ROBITAILLE ET FILS INC,R Robitaille et fils inc.,100,18,accepted
SMALL HALLS INC.,SMALL HALLS INC,SMALL HALLS INC.,100,18,accepted
Town of Happy Valley-Goose Bay|Town of Happy Valley-Goose Bay,TOWN OF HAPPY VALLEY GOOSE BAY,Town of Happy Valley-Goose Bay|Town of Happy Valley-Goose Bay,100,18,accepted
